customer_id,customer_name,segment
AR-108254,Anthony Rawles,Corporate
HA-149054,Helen Abelman,Consumer
FW-143953,Fred Wasserman,Corporate
MP-181751,Mike Pelletier,Home Office
SP-108601,Sung Pak,Corporate
EH-139454,Eric Hoffmann,Consumer
TD-209952,Tamara Dahlen,Consumer
CB-124152,Christy Brittain,Consumer
AA-103151,Alex Avila,Consumer
SV-107852,Stewart Visinsky,Consumer
TB-214003,Tom Boeckenhauer,Consumer
DL-133153,Delfina Latchford,Consumer
MS-177704,Maxwell Schwartz,Consumer
DM-135254,Don Miller,Corporate
MC-178454,Michael Chen,Consumer
DC-128504,Dan Campbell,Consumer
CK-127601,Cyma Kinney,Corporate
JK-61201,Julie Kriz,Home Office
LH-169001,Lena Hernandez,Consumer
AB-106001,Ann Blume,Corporate
DP-133904,Dennis Pardue,Home Office
CG-125202,Claire Gute,Consumer
CL-118901,Carl Ludwig,Consumer
JD-157901,John Dryer,Consumer
MC-76051,Matt Connell,Corporate
LR-170353,Lisa Ryan,Corporate
MT-180701,Michelle Tran,Home Office
SB-101852,Sarah Brown,Consumer
EP-139154,Emily Phan,Consumer
BC-111254,Becky Castell,Home Office
MP-174702,Mark Packer,Home Office
LB-167353,Larry Blacks,Consumer
BS-18001,Bryan Spruell,Home Office
HH-150102,Hilary Holden,Corporate
RB-193301,Randy Bradley,Consumer
EB-137054,Ed Braxton,Corporate
MH-180254,Michelle Huthwaite,Consumer
RS-194202,Ricardo Sperren,Corporate
RC-198251,Roy Collins,Consumer
JG-153102,Jason Gross,Corporate
CM-118301,Cari MacIntyre,Corporate
DG-133003,Deirdre Greer,Corporate
GH-144104,Gary Hansen,Home Office
KH-66902,Kristen Hastings,Corporate
DS-130304,Darrin Sayre,Home Office
DK-131503,David Kendrick,Corporate
BM-116504,Brian Moss,Corporate
TG-113102,Toby Gnade,Consumer
KB-66001,Ken Brennan,Corporate
SW-202451,Scot Wooten,Consumer
JK-152054,Jamie Kunitz,Consumer
MH-174554,Mark Hamilton,Consumer
BP-10501,Barry Pond,Corporate
DM-129552,Dario Medina,Corporate
ME-177254,Max Engle,Consumer
AC-104204,Alyssa Crouse,Corporate
JS-58801,John Stevenson,Consumer
PV-189854,Paul Van Hugh,Home Office
AB-101503,Aimee Bixby,Consumer
DA-134501,Dianna Arnett,Home Office
TH-115503,Tracy Hopkins,Home Office
JH-161803,Justin Hirsh,Consumer
ES-140202,Erica Smith,Consumer
DL-133152,Delfina Latchford,Consumer
AW-109304,Arthur Wiediger,Home Office
HE-148003,Harold Engle,Corporate
BF-109754,Barbara Fisher,Corporate
SS-205154,Shirley Schmidt,Home Office
PB-191504,Philip Brown,Consumer
PW-190302,Pauline Webber,Corporate
CR-27302,Craig Reiter,Consumer
CG-20402,Catherine Glotzbach,Home Office
TS-213403,Toby Swindell,Consumer
PS-187602,Pamela Stobb,Consumer
CC-126101,Corey Catlett,Corporate
PR-88803,Patrick Ryan,Consumer
KB-165851,Ken Black,Corporate
JG-151153,Jack Garza,Consumer
MG-176801,Maureen Gastineau,Home Office
DB-129103,Daniel Byrd,Home Office
DB-136152,Doug Bickford,Consumer
JL-151304,Jack Lebron,Consumer
SR-207402,Steven Roelle,Home Office
DE-32552,Deanra Eno,Home Office
XP-118651,Xylona Preis,Consumer
KH-63301,Katharine Harms,Corporate
ND-184603,Neil Ducich,Corporate
ES-140203,Erica Smith,Consumer
AH-101204,Adrian Hane,Home Office
PB-188051,Patrick Bzostek,Home Office
CA-123104,Christine Abelman,Corporate
RH-95551,Ritsa Hightower,Consumer
MW-82201,Mitch Webber,Consumer
BG-117401,Bruce Geld,Consumer
EM-141404,Eugene Moren,Home Office
SW-202454,Scot Wooten,Consumer
AG-103302,Alex Grayson,Consumer
MM-80552,Michelle Moray,Consumer
RD-197204,Roger Demir,Consumer
KM-163754,Katherine Murray,Home Office
IG-50851,Ivan Gibson,Consumer
TH-215501,Tracy Hopkins,Home Office
CC-121454,Charles Crestani,Consumer
AS-102251,Alan Schoenberger,Corporate
CD-127901,Cynthia Delaney,Home Office
TH-212352,Tiffany House,Corporate
SS-201403,Saphhira Shifley,Corporate
TR-213253,Toby Ritter,Consumer
ME-180104,Michelle Ellison,Corporate
EB-38402,Ellis Ballard,Corporate
HM-148604,Harry Marie,Corporate
EB-141703,Evan Bailliet,Consumer
EM-140654,Erin Mull,Consumer
NZ-185652,Nick Zandusky,Home Office
JL-158504,John Lucas,Consumer
AB-102554,Alejandro Ballentine,Home Office
NC-185354,Nick Crebassa,Corporate
AG-109004,Arthur Gainer,Consumer
LH-167503,Larry Hughes,Consumer
LD-168551,Lela Donovan,Corporate
GM-145003,Gene McClure,Consumer
TS-112052,Thomas Seio,Corporate
KT-164802,Kean Thornton,Consumer
ML-182651,Muhammed Lee,Consumer
KL-166454,Ken Lonsdale,Consumer
HR-47703,Hallie Redmond,Home Office
FH-43652,Fred Hopkins,Corporate
AG-103001,Aleksandra Gannaway,Corporate
LF-171854,Luke Foster,Consumer
CL-118904,Carl Ludwig,Consumer
MG-176952,Maureen Gnade,Consumer
IG-150853,Ivan Gibson,Consumer
DO-134351,Denny Ordway,Consumer
SG-204704,Sheri Gordon,Consumer
MC-178453,Michael Chen,Consumer
AH-106902,Anna Häberlin,Corporate
SL-201553,Sara Luxemburg,Home Office
AS-100454,Aaron Smayling,Corporate
BB-109904,Barry Blumstein,Corporate
BD-117702,Bryan Davis,Consumer
LC-171403,Logan Currie,Consumer
MZ-173351,Maria Zettner,Home Office
SS-208753,Sung Shariari,Consumer
MC-178451,Michael Chen,Consumer
EM-140952,Eudokia Martin,Corporate
PO-91802,Philisse Overcash,Home Office
MR-175452,Mathew Reese,Home Office
JL-51303,Jack Lebron,Consumer
CK-125952,Clytie Kelty,Consumer
CC-126102,Corey Catlett,Corporate
GD-145903,Giulietta Dortch,Corporate
SC-207251,Steven Cartwright,Consumer
HJ-148751,Heather Jas,Home Office
SC-100952,Sanjit Chand,Consumer
TS-214304,Tom Stivers,Corporate
DL-134951,Dionis Lloyd,Corporate
EP-139152,Emily Phan,Consumer
HG-48451,Harry Greene,Consumer
JF-51902,Jamie Frazer,Consumer
JL-58502,John Lucas,Consumer
IL-151004,Ivan Liston,Consumer
DV-30451,Darrin Van Huff,Corporate
KB-66003,Ken Brennan,Corporate
LC-68702,Lena Cacioppo,Consumer
DH-30752,Dave Hallsten,Corporate
AS-106304,Ann Steele,Home Office
JF-155651,Jill Fjeld,Consumer
CC-26701,Craig Carreira,Consumer
JF-154901,Jeremy Farry,Consumer
BP-12301,Benjamin Patterson,Consumer
EM-139603,Eric Murdock,Consumer
NZ-185654,Nick Zandusky,Home Office
NL-183102,Nancy Lomonaco,Home Office
QJ-192551,Quincy Jones,Corporate
VG-218051,Vivek Grady,Corporate
JS-159403,Joni Sundaresam,Home Office
VF-217151,Vicky Freymann,Home Office
RM-93752,Raymond Messe,Consumer
TS-216103,Troy Staebel,Consumer
HM-48601,Harry Marie,Corporate
KN-167051,Kristina Nunn,Home Office
CM-127153,Craig Molinari,Corporate
GA-145152,George Ashbrook,Consumer
MW-82202,Mitch Webber,Consumer
KM-166602,Khloe Miller,Consumer
BK-112604,Berenike Kampe,Consumer
HJ-148753,Heather Jas,Home Office
JR-57002,Jocasta Rupert,Consumer
DM-135251,Don Miller,Corporate
JL-51752,James Lanier,Home Office
DC-128502,Dan Campbell,Consumer
RH-95552,Ritsa Hightower,Consumer
KA-165251,Kelly Andreada,Consumer
VD-216704,Valerie Dominguez,Consumer
EN-137801,Edward Nazzal,Consumer
BW-110652,Barry Weirich,Consumer
SH-203953,Shahid Hopkins,Consumer
RB-194351,Richard Bierner,Consumer
LR-69151,Lena Radford,Consumer
DK-28352,Damala Kotsonis,Corporate
TH-211001,Thea Hendricks,Consumer
MH-77851,Maya Herman,Corporate
CS-121304,Chad Sievert,Consumer
JB-160453,Julia Barnett,Home Office
SS-105152,Shirley Schmidt,Home Office
TG-213102,Toby Gnade,Consumer
SC-103802,Shahid Collister,Consumer
SS-205904,Sonia Sunley,Consumer
GZ-144704,Gary Zandusky,Consumer
RS-194204,Ricardo Sperren,Corporate
HH-150101,Hilary Holden,Corporate
DP-31051,Dave Poirier,Corporate
PF-92251,Phillip Flathmann,Consumer
CM-26552,Corinna Mitchell,Home Office
MH-181153,Mick Hernandez,Home Office
RF-197354,Roland Fjeld,Consumer
ME-77253,Max Engle,Consumer
TB-216254,Trudy Brown,Consumer
JW-160751,Julia West,Consumer
LR-169154,Lena Radford,Consumer
BF-109751,Barbara Fisher,Corporate
YC-118951,Yoseph Carroll,Corporate
AC-104502,Amy Cox,Consumer
GM-144401,Gary McGarr,Consumer
CV-22952,Christina VanderZanden,Consumer
NB-86552,Nona Balk,Corporate
MB-173054,Maria Bertelson,Consumer
MA-175604,Matt Abelman,Home Office
VG-217904,Vivek Gonzalez,Consumer
JF-152952,Jason Fortune-,Consumer
VP-217302,Victor Preis,Home Office
MW-182352,Mitch Willingham,Corporate
JO-155502,Jesus Ocampo,Home Office
ED-138854,Emily Ducich,Home Office
KH-163301,Katharine Harms,Corporate
AH-1952,Alan Haines,Corporate
SH-103951,Shahid Hopkins,Consumer
MC-81001,Mick Crebagga,Consumer
KS-163002,Karen Seio,Corporate
JH-159854,Joseph Holt,Consumer
GM-145004,Gene McClure,Consumer
CW-19052,Carl Weiss,Home Office
CK-123252,Christine Kargatis,Home Office
CR-126252,Corey Roper,Home Office
MG-176504,Matthew Grinstein,Home Office
AG-105254,Andy Gerbode,Corporate
PN-187751,Parhena Norris,Home Office
NW-84001,Natalie Webber,Consumer
BP-111552,Becky Pak,Consumer
MC-72751,Marc Crier,Consumer
AH-5852,Angele Hood,Consumer
HZ-149501,Henia Zydlo,Consumer
JC-153403,Jasper Cacioppo,Consumer
RB-193601,Raymond Buch,Consumer
NS-85052,Neola Schneider,Consumer
TW-110252,Tamara Willingham,Home Office
EM-38251,Elizabeth Moffitt,Corporate
EM-40652,Erin Mull,Consumer
PK-189102,Paul Knutson,Home Office
AR-5401,Andy Reiter,Consumer
DS-131801,David Smith,Corporate
LC-169301,Linda Cazamias,Corporate
PB-92102,Phillip Breyer,Corporate
KM-167203,Kunst Miller,Consumer
JM-152502,Janet Martin,Consumer
AH-1951,Alan Haines,Corporate
PB-191502,Philip Brown,Consumer
JM-152501,Janet Martin,Consumer
DO-134352,Denny Ordway,Consumer
TP-214151,Tom Prescott,Consumer
CP-23401,Christine Phan,Corporate
GT-147552,Guy Thornton,Consumer
JL-51301,Jack Lebron,Consumer
MG-176501,Matthew Grinstein,Home Office
JP-155202,Jeremy Pistek,Consumer
DH-136754,Duane Huffman,Home Office
NB-85803,Nicole Brennan,Corporate
SN-205601,Skye Norling,Home Office
MH-177852,Maya Herman,Corporate
CR-125801,Clay Rozendal,Home Office
TG-213103,Toby Gnade,Consumer
TB-211751,Thomas Boland,Corporate
JD-58951,Jonathan Doherty,Corporate
SS-105902,Sonia Sunley,Consumer
BW-112004,Ben Wallace,Consumer
CS-121754,Charles Sheldon,Corporate
EM-138253,Elizabeth Moffitt,Corporate
KM-63753,Katherine Murray,Home Office
SV-203652,Seth Vernon,Consumer
CC-124751,Cindy Chapman,Consumer
DG-133001,Deirdre Greer,Corporate
TT-110701,Ted Trevino,Consumer
AH-2101,Alan Hwang,Consumer
BM-16501,Brian Moss,Corporate
FC-142452,Frank Carlisle,Home Office
MC-175752,Matt Collins,Consumer
CS-123554,Christine Sundaresam,Consumer
JM-156553,Jim Mitchum,Corporate
LE-168101,Laurel Elliston,Consumer
KH-165104,Keith Herrera,Consumer
CM-18302,Cari MacIntyre,Corporate
HM-149801,Henry MacAllister,Consumer
KC-65402,Kelly Collister,Consumer
KH-166901,Kristen Hastings,Corporate
AC-104202,Alyssa Crouse,Corporate
DC-28501,Dan Campbell,Consumer
AS-100901,Adam Shillingsburg,Consumer
AC-104203,Alyssa Crouse,Corporate
JG-151603,James Galang,Consumer
DH-36751,Duane Huffman,Home Office
JE-57452,Joel Eaton,Consumer
AD-101803,Alan Dominguez,Home Office
TS-216104,Troy Staebel,Consumer
FC-43351,Fred Chung,Corporate
CM-21602,Charles McCrossin,Consumer
TC-212951,Toby Carlisle,Consumer
SF-209651,Sylvia Foulston,Corporate
DJ-135104,Don Jones,Corporate
AS-2852,Alejandro Savely,Corporate
MO-179502,Michael Oakman,Consumer
LL-68402,Lauren Leatherbury,Consumer
RS-194201,Ricardo Sperren,Corporate
SP-205453,Sibella Parks,Corporate
JK-60903,Juliana Krohn,Consumer
DV-130451,Darrin Van Huff,Corporate
LM-170652,Liz MacKendrick,Consumer
GH-144102,Gary Hansen,Home Office
SJ-205001,Shirley Jackson,Consumer
KE-164203,Katrina Edelman,Corporate
PP-189552,Paul Prost,Home Office
SH-203951,Shahid Hopkins,Consumer
JL-155052,Jeremy Lonsdale,Consumer
PO-88651,Patrick O'Donnell,Consumer
DS-30302,Darrin Sayre,Home Office
NR-185502,Nick Radford,Consumer
SV-208151,Stuart Van,Corporate
JK-56253,Jim Karlsson,Consumer
LH-169004,Lena Hernandez,Consumer
CB-120251,Cassandra Brandow,Consumer
RH-195553,Ritsa Hightower,Consumer
RR-195252,Rick Reed,Corporate
KH-66901,Kristen Hastings,Corporate
GH-144253,Gary Hwang,Consumer
SF-109651,Sylvia Foulston,Corporate
CR-127304,Craig Reiter,Consumer
VP-217301,Victor Preis,Home Office
TM-210102,Tamara Manning,Consumer
DM-129551,Dario Medina,Corporate
DE-132554,Deanra Eno,Home Office
LC-171402,Logan Currie,Consumer
DR-128801,Dan Reichenbach,Corporate
DP-30003,Darren Powers,Consumer
LP-170803,Liz Pelletier,Consumer
JP-155204,Jeremy Pistek,Consumer
DV-130453,Darrin Van Huff,Corporate
BP-112902,Beth Paige,Consumer
CC-121451,Charles Crestani,Consumer
RH-194954,Rick Hansen,Consumer
KN-167052,Kristina Nunn,Home Office
AH-102102,Alan Hwang,Consumer
AJ-7803,Anthony Jacobs,Corporate
AP-109154,Arthur Prichep,Consumer
MC-181002,Mick Crebagga,Consumer
FC-143352,Fred Chung,Corporate
TB-115202,Tracy Blumstein,Consumer
TB-216253,Trudy Brown,Consumer
RB-196454,Robert Barroso,Corporate
EM-138101,Eleni McCrary,Corporate
CC-122202,Chris Cortes,Consumer
AH-100751,Adam Hart,Corporate
DW-31952,David Wiener,Corporate
NG-183553,Nat Gilpin,Corporate
SC-100501,Sample Company A,Home Office
DM-133452,Denise Monton,Corporate
CJ-120102,Caroline Jumper,Consumer
MB-73051,Maria Bertelson,Consumer
PN-187753,Parhena Norris,Home Office
BM-117852,Bryan Mills,Consumer
JJ-57602,Joel Jenkins,Home Office
AH-105853,Angele Hood,Consumer
JP-154604,Jennifer Patt,Corporate
DW-135854,Dorothy Wardle,Corporate
JE-157154,Joe Elijah,Consumer
EM-40953,Eudokia Martin,Corporate
RC-199604,Ryan Crowe,Consumer
PM-189402,Paul MacIntyre,Consumer
BS-115903,Brendan Sweed,Corporate
TS-212052,Thomas Seio,Corporate
BM-11402,Becky Martin,Consumer
LD-168552,Lela Donovan,Corporate
AR-105701,Anemone Ratner,Consumer
CS-122501,Chris Selesnick,Corporate
JM-152654,Janet Molinari,Corporate
CW-119051,Carl Weiss,Home Office
TB-212502,Tim Brockman,Consumer
TS-216552,Trudy Schmidt,Consumer
CM-119351,Carlos Meador,Consumer
MW-182204,Mitch Webber,Consumer
SE-201102,Sanjit Engle,Consumer
KB-163154,Karl Braun,Consumer
FM-142904,Frank Merwin,Home Office
TB-211752,Thomas Boland,Corporate
PP-189554,Paul Prost,Home Office
TB-114002,Tom Boeckenhauer,Consumer
SD-204851,Shirley Daniels,Home Office
SC-203802,Shahid Collister,Consumer
EM-138102,Eleni McCrary,Corporate
BP-112901,Beth Paige,Consumer
Co-126402,Corey-Lock,Consumer
CC-126104,Corey Catlett,Corporate
VW-217752,Victoria Wilson,Corporate
HM-148601,Harry Marie,Corporate
ZD-219254,Zuschuss Donatelli,Consumer
ES-40203,Erica Smith,Consumer
DO-136452,Doug O'Connell,Consumer
TZ-214451,Tom Zandusky,Corporate
RA-199454,Ryan Akin,Consumer
SM-200051,Sally Matthias,Consumer
HH-150104,Hilary Holden,Corporate
AY-5552,Andy Yotov,Corporate
PV-89851,Paul Van Hugh,Home Office
RB-93601,Raymond Buch,Consumer
BT-114401,Bobby Trafton,Consumer
SJ-101253,Sanjit Jacobs,Home Office
DL-28651,Dan Lawera,Consumer
AO-108102,Anthony O'Donnell,Corporate
KM-166603,Khloe Miller,Consumer
PS-90452,Penelope Sewall,Home Office
JF-53551,Jay Fein,Consumer
AT-107354,Annie Thurman,Consumer
SN-205603,Skye Norling,Home Office
JO-155503,Jesus Ocampo,Home Office
MK-179053,Michael Kennedy,Corporate
PW-192401,Pierre Wener,Consumer
AM-107051,Anne McFarland,Consumer
PC-190001,Pauline Chand,Home Office
TH-111151,Thea Hudgings,Corporate
BD-117251,Bruce Degenhardt,Consumer
SJ-205004,Shirley Jackson,Consumer
DB-129102,Daniel Byrd,Home Office
PN-187752,Parhena Norris,Home Office
MN-179351,Michael Nguyen,Consumer
ES-140803,Erin Smith,Corporate
GP-147403,Guy Phonely,Corporate
SW-107551,Steven Ward,Corporate
BO-114251,Bobby Odegard,Consumer
JS-55952,Jill Stevenson,Corporate
FH-143652,Fred Hopkins,Corporate
LT-167654,Larry Tron,Consumer
EH-41252,Eugene Hildebrand,Home Office
PN-87751,Parhena Norris,Home Office
WB-218501,William Brown,Consumer
CM-118302,Cari MacIntyre,Corporate
JJ-154452,Jennifer Jackson,Consumer
SB-201701,Sarah Bern,Consumer
SO-103351,Sean O'Donnell,Consumer
KD-163454,Katherine Ducich,Consumer
GA-145151,George Ashbrook,Consumer
BW-112001,Ben Wallace,Consumer
JP-155203,Jeremy Pistek,Consumer
JE-57152,Joe Elijah,Consumer
AG-6752,Anna Gayman,Consumer
BF-111702,Ben Ferrer,Home Office
MR-175454,Mathew Reese,Home Office
TM-214903,Tony Molinari,Consumer
TB-210551,Ted Butterfield,Consumer
NP-187004,Nora Preis,Consumer
CA-23102,Christine Abelman,Corporate
PR-188804,Patrick Ryan,Consumer
LH-171553,Logan Haushalter,Consumer
BM-116502,Brian Moss,Corporate
AR-5102,Andrew Roberts,Consumer
FC-142451,Frank Carlisle,Home Office
MC-175751,Matt Collins,Consumer
VP-217604,Victoria Pisteka,Corporate
EB-38702,Emily Burns,Consumer
SB-201851,Sarah Brown,Consumer
DC-128503,Dan Campbell,Consumer
SZ-200354,Sam Zeldin,Home Office
KN-67052,Kristina Nunn,Home Office
TC-209803,Tamara Chand,Corporate
CA-127753,Cynthia Arntzen,Consumer
GT-147101,Greg Tran,Consumer
RB-94651,Rick Bensley,Home Office
KC-66752,Kimberly Carter,Corporate
LR-170354,Lisa Ryan,Corporate
DK-133754,Dennis Kane,Consumer
RB-194353,Richard Bierner,Consumer
KC-162554,Karen Carlisle,Corporate
SP-209203,Susan Pistek,Consumer
TC-215351,Tracy Collins,Home Office
MF-182501,Monica Federle,Corporate
Dl-136001,Dorris liebe,Corporate
JH-159102,Jonathan Howell,Consumer
ER-138552,Elpida Rittenbach,Corporate
AR-105102,Andrew Roberts,Consumer
SP-206204,Stefania Perrino,Corporate
DB-33601,Dennis Bolton,Home Office
BM-111404,Becky Martin,Consumer
CV-28052,Cynthia Voltz,Corporate
LD-70051,Lisa DeCherney,Consumer
JK-160901,Juliana Krohn,Consumer
KT-164654,Kean Takahito,Consumer
LH-170204,Lisa Hazard,Consumer
MC-172754,Marc Crier,Consumer
CC-26702,Craig Carreira,Consumer
ND-183703,Natalie DeCherney,Consumer
MY-182952,Muhammed Yedwab,Corporate
MS-173654,Maribeth Schnelling,Consumer
HM-149803,Henry MacAllister,Consumer
DB-135553,Dorothy Badders,Corporate
CM-118151,Candace McMahon,Corporate
RR-195254,Rick Reed,Corporate
CS-119501,Carlos Soltero,Consumer
RA-98852,Ruben Ausman,Corporate
LC-171404,Logan Currie,Consumer
BD-113203,Bill Donatelli,Consumer
CD-127902,Cynthia Delaney,Home Office
DL-129254,Daniel Lacy,Consumer
CC-122204,Chris Cortes,Consumer
TS-213401,Toby Swindell,Consumer
GM-146801,Greg Matthias,Consumer
MC-78451,Michael Chen,Consumer
SF-200654,Sandra Flanagan,Consumer
RB-94652,Rick Bensley,Home Office
LW-171254,Liz Willingham,Consumer
JS-156853,Jim Sink,Corporate
HR-47701,Hallie Redmond,Home Office
RW-195402,Rick Wilson,Corporate
DW-134802,Dianna Wilson,Home Office
TA-213854,Tom Ashbrook,Home Office
EM-138251,Elizabeth Moffitt,Corporate
AJ-109453,Ashley Jarboe,Consumer
TN-210402,Tanja Norvell,Home Office
BN-114704,Brad Norvell,Corporate
AC-106153,Ann Chong,Corporate
JH-158203,John Huston,Consumer
CJ-18751,Carl Jackson,Corporate
PT-190904,Pete Takahito,Consumer
SC-200503,Sample Company A,Home Office
DK-29851,Darren Koutras,Consumer
LW-172154,Luke Weiss,Consumer
BN-15151,Bradley Nguyen,Consumer
JM-155354,Jessica Myrick,Consumer
HJ-48752,Heather Jas,Home Office
NW-184003,Natalie Webber,Consumer
ON-187154,Odella Nelson,Corporate
SC-202601,Scott Cohen,Corporate
PS-87602,Pamela Stobb,Consumer
EA-140354,Erin Ashbrook,Corporate
RD-94803,Rick Duston,Consumer
BM-16503,Brian Moss,Corporate
Dp-132401,Dean percer,Home Office
ME-173203,Maria Etezadi,Home Office
GB-45303,George Bell,Corporate
LW-169902,Lindsay Williams,Corporate
LW-69901,Lindsay Williams,Corporate
HD-147851,Harold Dahlen,Home Office
AJ-109604,Astrea Jones,Consumer
DK-128351,Damala Kotsonis,Corporate
CK-127603,Cyma Kinney,Corporate
DM-130154,Darrin Martin,Consumer
DN-136903,Duane Noonan,Consumer
HH-150103,Hilary Holden,Corporate
SC-107703,Stewart Carmichael,Corporate
AP-109151,Arthur Prichep,Consumer
JC-157754,John Castell,Consumer
JB-154004,Jennifer Braxton,Corporate
MH-180253,Michelle Huthwaite,Consumer
BD-115002,Bradley Drucker,Consumer
JD-161501,Justin Deggeller,Corporate
AH-301,Aaron Hawkins,Corporate
CC-121453,Charles Crestani,Consumer
ME-177251,Max Engle,Consumer
AC-104501,Amy Cox,Consumer
MF-182504,Monica Federle,Corporate
TB-112502,Tim Brockman,Consumer
DB-136602,Duane Benoit,Consumer
KA-165253,Kelly Andreada,Consumer
HZ-149503,Henia Zydlo,Consumer
PM-189401,Paul MacIntyre,Consumer
NC-184151,Nathan Cano,Consumer
HR-148301,Harold Ryan,Corporate
DJ-136302,Doug Jacobs,Consumer
SC-207253,Steven Cartwright,Consumer
MP-79652,Michael Paige,Corporate
CH-120702,Cathy Hwang,Home Office
JC-157752,John Castell,Consumer
PH-87902,Patricia Hirasaki,Home Office
PH-187901,Patricia Hirasaki,Home Office
JB-159252,Joni Blumstein,Consumer
FH-143502,Fred Harton,Consumer
BP-111551,Becky Pak,Consumer
BP-111553,Becky Pak,Consumer
JA-159704,Joseph Airdo,Consumer
AG-107654,Anthony Garverick,Home Office
PB-191501,Philip Brown,Consumer
KW-164352,Katrina Willman,Consumer
CC-126852,Craig Carroll,Consumer
TT-212202,Thomas Thornton,Consumer
CA-22652,Christina Anderson,Consumer
BT-113951,Bill Tyler,Corporate
MC-181304,Mike Caudle,Corporate
AB-1653,Alan Barnes,Consumer
ME-77251,Max Engle,Consumer
FA-142304,Frank Atkinson,Corporate
JK-156404,Jim Kriz,Home Office
HR-148303,Harold Ryan,Corporate
JH-59851,Joseph Holt,Consumer
Dp-132402,Dean percer,Home Office
DK-132251,Dean Katz,Corporate
NC-185352,Nick Crebassa,Corporate
TG-116403,Trudy Glocke,Consumer
NC-84151,Nathan Cano,Consumer
MA-179954,Michelle Arnett,Home Office
DN-136904,Duane Noonan,Consumer
ER-38551,Elpida Rittenbach,Corporate
SB-201854,Sarah Brown,Consumer
CK-122052,Chloris Kastensmidt,Consumer
SC-205752,Sonia Cooley,Consumer
DB-130602,Dave Brooks,Consumer
ML-173952,Marina Lichtenstein,Corporate
HG-149654,Henry Goldwyn,Corporate
ES-140204,Erica Smith,Consumer
KD-162702,Karen Daniels,Consumer
DJ-136301,Doug Jacobs,Consumer
ZD-219251,Zuschuss Donatelli,Consumer
PF-191654,Philip Fox,Consumer
SG-200801,Sandra Glassco,Consumer
MG-178903,Michael Granlund,Home Office
MS-178303,Melanie Seite,Consumer
MK-81603,Mike Kennedy,Consumer
DO-34351,Denny Ordway,Consumer
AS-2401,Alan Shonely,Consumer
JG-151154,Jack Garza,Consumer
MA-75602,Matt Abelman,Home Office
DP-33903,Dennis Pardue,Home Office
SL-201554,Sara Luxemburg,Home Office
LP-70953,Liz Preis,Consumer
KT-164651,Kean Takahito,Consumer
BF-9752,Barbara Fisher,Corporate
JK-52051,Jamie Kunitz,Consumer
LH-167504,Larry Hughes,Consumer
DV-134653,Dianna Vittorini,Consumer
AS-100904,Adam Shillingsburg,Consumer
OT-187303,Olvera Toch,Consumer
MG-176503,Matthew Grinstein,Home Office
DP-131651,David Philippe,Consumer
VG-218054,Vivek Grady,Corporate
SS-205902,Sonia Sunley,Consumer
KD-64951,Keith Dawkins,Corporate
TS-113403,Toby Swindell,Consumer
BE-113352,Bill Eplett,Home Office
SM-100052,Sally Matthias,Consumer
DL-28653,Dan Lawera,Consumer
TT-212204,Thomas Thornton,Consumer
DW-35402,Don Weiss,Consumer
JP-161353,Julie Prescott,Home Office
PW-190303,Pauline Webber,Corporate
TH-211154,Thea Hudgings,Corporate
JD-158952,Jonathan Doherty,Corporate
EC-140501,Erin Creighton,Consumer
SN-207101,Steve Nguyen,Home Office
BM-111402,Becky Martin,Consumer
ZC-219102,Zuschuss Carroll,Consumer
MF-176653,Maureen Fritzler,Corporate
BP-111853,Ben Peterman,Corporate
MT-78152,Meg Tillman,Consumer
HW-49352,Helen Wasserman,Corporate
AR-4052,Allen Rosenblatt,Corporate
FM-142901,Frank Merwin,Home Office
JP-161354,Julie Prescott,Home Office
GZ-145451,George Zrebassa,Corporate
AB-102552,Alejandro Ballentine,Home Office
JD-160604,Julia Dunbar,Consumer
NF-185952,Nicole Fjeld,Home Office
SS-205152,Shirley Schmidt,Home Office
MS-177102,Maurice Satty,Consumer
MT-180704,Michelle Tran,Home Office
BF-110054,Barry Franz,Home Office
DP-30002,Darren Powers,Consumer
MC-174252,Mark Cousins,Corporate
KF-162854,Karen Ferguson,Home Office
TD-209951,Tamara Dahlen,Consumer
TB-216251,Trudy Brown,Consumer
CS-124004,Christopher Schild,Home Office
VD-116702,Valerie Dominguez,Consumer
AH-106901,Anna Häberlin,Corporate
NS-186403,Noel Staavos,Corporate
NB-185804,Nicole Brennan,Corporate
FG-42603,Frank Gastineau,Home Office
LA-67802,Laura Armstrong,Corporate
CA-122652,Christina Anderson,Consumer
JK-156403,Jim Kriz,Home Office
CJ-118753,Carl Jackson,Corporate
MH-81152,Mick Hernandez,Home Office
TH-211004,Thea Hendricks,Consumer
SM-103201,Sean Miller,Home Office
TC-111452,Theresa Coyne,Corporate
TC-211451,Theresa Coyne,Corporate
BG-110352,Barry Gonzalez,Consumer
SA-108302,Sue Ann Reed,Consumer
HD-147853,Harold Dahlen,Home Office
MH-76203,Matt Hagelstein,Corporate
CC-23702,Christopher Conant,Consumer
DE-132553,Deanra Eno,Home Office
LC-168852,Lena Creighton,Consumer
MC-74251,Mark Cousins,Corporate
CS-21301,Chad Sievert,Consumer
GZ-145454,George Zrebassa,Corporate
TS-215053,Tony Sayre,Consumer
SC-200202,Sam Craven,Consumer
TB-214001,Tom Boeckenhauer,Consumer
RM-97501,Roland Murray,Consumer
CB-120252,Cassandra Brandow,Consumer
CK-23252,Christine Kargatis,Home Office
