customer_id,customer_name,segment,recency,frequency,monetary,rfm_score,customer_segment
CY-127453,Craig Yedwab,Corporate,368,7,4118,144,At Risk
DK-129854,Darren Koutras,Consumer,8,5,1687,533,Loyal Customers
NG-183554,Nat Gilpin,Corporate,49,5,1871,433,Loyal Customers
TB-216252,Trudy Brown,Consumer,243,6,3478,244,At Risk
KD-63451,Katherine Ducich,Consumer,58,4,364,421,Potential/Others
MB-73052,Maria Bertelson,Consumer,23,4,662,522,Potential/Others
AP-107201,Anne Pryor,Home Office,45,7,9040,445,Champions
NP-187002,Nora Preis,Consumer,29,8,4020,554,Champions
RD-195851,Rob Dowd,Consumer,360,7,4320,145,At Risk
MG-178753,Michael Grace,Home Office,6,8,2233,553,Champions
MA-179951,Michelle Arnett,Home Office,120,6,4311,345,Loyal Customers
AR-105404,Andy Reiter,Consumer,7,6,6609,535,Loyal Customers
CR-127301,Craig Reiter,Consumer,127,10,8626,355,Loyal Customers
AH-101951,Alan Haines,Corporate,50,6,3839,434,Loyal Customers
AG-106751,Anna Gayman,Consumer,770,3,3644,114,Lost Customers
JA-159703,Joseph Airdo,Consumer,40,5,1820,433,Loyal Customers
CC-126103,Corey Catlett,Corporate,89,3,2152,323,Potential/Others
HM-148602,Harry Marie,Corporate,2,11,9940,555,Champions
GZ-145453,George Zrebassa,Corporate,77,7,2743,344,Loyal Customers
JR-156702,Jim Radford,Consumer,13,8,3510,554,Champions
MS-177702,Maxwell Schwartz,Consumer,50,11,7757,455,Champions
AJ-109452,Ashley Jarboe,Consumer,416,7,3402,144,At Risk
JM-152653,Janet Molinari,Corporate,183,7,3318,244,At Risk
SC-206951,Steve Chapman,Corporate,90,12,10871,355,Loyal Customers
IL-51001,Ivan Liston,Consumer,164,3,368,221,Lost Customers
MC-176354,Matthew Clasen,Corporate,190,4,795,222,Lost Customers
AG-103301,Alex Grayson,Consumer,173,5,4208,234,At Risk
RF-193453,Randy Ferguson,Corporate,65,6,2424,443,Champions
RB-195702,Rob Beeghly,Consumer,189,10,6788,255,At Risk
PV-189851,Paul Van Hugh,Home Office,9,9,2717,554,Champions
BT-116804,Brian Thompson,Consumer,21,7,3197,544,Champions
DL-129251,Daniel Lacy,Consumer,58,6,4807,435,Loyal Customers
KM-167202,Kunst Miller,Consumer,343,5,2368,233,At Risk
SF-102001,Sarah Foster,Consumer,142,5,1049,332,Loyal Customers
BF-110804,Bart Folk,Consumer,26,3,274,511,Potential/Others
SC-203803,Shahid Collister,Consumer,210,7,1990,243,At Risk
PS-89702,Paul Stevenson,Home Office,125,2,1339,312,Potential/Others
DB-134052,Denny Blanton,Consumer,483,7,2879,144,At Risk
MO-175004,Mary O'Rourke,Consumer,73,4,922,422,Potential/Others
TH-112352,Tiffany House,Corporate,380,6,2447,143,At Risk
NB-185801,Nicole Brennan,Corporate,548,3,1306,122,Lost Customers
BG-110351,Barry Gonzalez,Consumer,117,9,6713,355,Loyal Customers
FO-43052,Frank Olsen,Consumer,52,7,2017,443,Champions
LC-169601,Lindsay Castell,Home Office,80,5,4611,335,Loyal Customers
AH-102104,Alan Hwang,Consumer,7,9,4805,555,Champions
CW-119053,Carl Weiss,Home Office,360,5,1721,133,At Risk
DK-133753,Dennis Kane,Consumer,5,7,5450,545,Champions
DB-136153,Doug Bickford,Consumer,118,7,1602,343,Loyal Customers
MC-172751,Marc Crier,Consumer,45,9,2443,453,Champions
CC-124303,Chuck Clark,Home Office,7,9,5878,555,Champions
BS-113804,Bill Stewart,Corporate,29,5,3888,534,Loyal Customers
RH-194952,Rick Hansen,Consumer,360,5,4263,134,At Risk
AW-108402,Anthony Witt,Consumer,17,5,4839,535,Loyal Customers
AR-105401,Andy Reiter,Consumer,649,4,1154,122,Lost Customers
BN-114701,Brad Norvell,Corporate,181,10,13672,255,At Risk
VB-217452,Victoria Brennan,Corporate,387,5,2653,134,At Risk
JS-58802,John Stevenson,Consumer,300,3,772,222,Lost Customers
AH-106903,Anna Häberlin,Corporate,380,4,710,122,Lost Customers
KD-166151,Ken Dana,Corporate,444,4,1042,122,Lost Customers
SC-207252,Steven Cartwright,Consumer,13,10,5473,555,Champions
FG-42601,Frank Gastineau,Home Office,111,3,83,321,Potential/Others
CB-124151,Christy Brittain,Consumer,1127,1,311,111,Lost Customers
AR-105103,Andrew Roberts,Consumer,77,6,1210,332,Loyal Customers
BM-111403,Becky Martin,Consumer,9,12,5250,555,Champions
JM-161952,Justin MacKendrick,Consumer,436,4,336,121,Lost Customers
SL-201552,Sara Luxemburg,Home Office,30,9,3701,554,Champions
AH-105851,Angele Hood,Consumer,188,9,6205,255,At Risk
BT-15301,Bradley Talbott,Home Office,461,2,105,111,Lost Customers
CM-118303,Cari MacIntyre,Corporate,72,6,1447,433,Loyal Customers
YC-218951,Yoseph Carroll,Corporate,474,4,5606,135,At Risk
TR-213254,Toby Ritter,Consumer,194,5,676,232,At Risk
NF-184752,Neil Französisch,Home Office,7,8,6407,555,Champions
MD-178604,Michael Dominguez,Corporate,37,5,1203,432,Loyal Customers
RM-196752,Robert Marley,Home Office,5,8,3011,554,Champions
LW-72151,Luke Weiss,Consumer,133,3,896,322,Potential/Others
MG-176802,Maureen Gastineau,Home Office,503,6,3801,144,At Risk
DH-130752,Dave Hallsten,Corporate,112,5,2386,333,Loyal Customers
KN-163904,Katherine Nockton,Corporate,20,9,2618,554,Champions
JD-160601,Julia Dunbar,Consumer,223,2,1212,212,Lost Customers
RS-197651,Roland Schwarz,Corporate,168,5,3052,234,At Risk
MC-175754,Matt Collins,Consumer,28,8,1304,552,Champions
DP-131654,David Philippe,Consumer,813,2,1059,112,Lost Customers
EM-138254,Elizabeth Moffitt,Corporate,56,8,2340,453,Champions
TP-115652,Tracy Poddar,Corporate,687,3,573,122,Lost Customers
NM-184452,Nathan Mautz,Home Office,152,5,1335,232,At Risk
LR-170352,Lisa Ryan,Corporate,251,7,5989,245,At Risk
RR-193153,Ralph Ritter,Consumer,392,4,1472,133,At Risk
YS-118801,Yana Sorensen,Corporate,5,2,190,511,Potential/Others
JB-159251,Joni Blumstein,Consumer,10,8,6083,555,Champions
CP-120854,Cathy Prescott,Corporate,83,8,5401,345,Loyal Customers
DP-30001,Darren Powers,Consumer,49,5,1107,432,Loyal Customers
DN-136902,Duane Noonan,Consumer,42,5,3020,434,Loyal Customers
DK-131504,David Kendrick,Corporate,11,2,798,512,Potential/Others
RC-198254,Roy Collins,Consumer,370,6,968,142,At Risk
RP-98551,Roy Phan,Corporate,463,2,2342,113,Lost Customers
RL-196154,Rob Lucas,Consumer,122,8,6236,355,Loyal Customers
TH-211003,Thea Hendricks,Consumer,90,5,955,332,Loyal Customers
XP-218652,Xylona Preis,Consumer,245,4,2114,233,At Risk
NB-186554,Nona Balk,Corporate,20,9,1974,553,Champions
JB-159254,Joni Blumstein,Consumer,738,3,901,122,Lost Customers
PF-191652,Philip Fox,Consumer,345,9,5169,255,At Risk
BT-116802,Brian Thompson,Consumer,1035,2,1499,113,Lost Customers
HF-49952,Herbert Flentye,Consumer,482,5,689,132,At Risk
DM-130151,Darrin Martin,Consumer,6,10,5904,555,Champions
AH-102101,Alan Hwang,Consumer,471,2,1111,112,Lost Customers
BF-9751,Barbara Fisher,Corporate,287,5,1009,232,At Risk
BF-110052,Barry Franz,Home Office,55,7,3911,444,Champions
FP-143204,Frank Preis,Consumer,24,8,4047,554,Champions
JD-57902,John Dryer,Consumer,300,3,362,221,Lost Customers
SE-201101,Sanjit Engle,Consumer,344,7,2606,244,At Risk
BP-111851,Ben Peterman,Corporate,37,5,4436,435,Loyal Customers
TG-216403,Trudy Glocke,Consumer,27,10,3822,554,Champions
PG-188202,Patrick Gardner,Consumer,623,3,779,122,Lost Customers
MD-178603,Michael Dominguez,Corporate,77,5,2090,333,Loyal Customers
BF-109753,Barbara Fisher,Corporate,531,4,1196,122,Lost Customers
ZD-119252,Zuschuss Donatelli,Consumer,398,6,1937,143,At Risk
PB-188052,Patrick Bzostek,Home Office,360,6,4889,145,At Risk
ND-84603,Neil Ducich,Corporate,26,4,708,522,Potential/Others
VM-218352,Vivian Mathis,Consumer,112,7,1081,342,Loyal Customers
BG-116953,Brooke Gillingham,Corporate,10,6,4753,535,Loyal Customers
NF-83851,Natalie Fritzler,Consumer,2,7,2029,543,Champions
DJ-134204,Denny Joy,Corporate,638,4,2012,123,Lost Customers
GB-145751,Giulietta Baptist,Consumer,156,5,1609,233,At Risk
SB-201702,Sarah Bern,Consumer,3,3,1797,523,Potential/Others
TB-212504,Tim Brockman,Consumer,350,7,1603,143,At Risk
EH-37652,Edward Hooks,Corporate,1120,1,405,111,Lost Customers
CM-23852,Christopher Martinez,Consumer,1120,1,27,111,Lost Customers
TB-211754,Thomas Boland,Corporate,59,4,3589,434,Loyal Customers
TB-215951,Troy Blackwell,Consumer,50,9,2963,454,Champions
AO-108101,Anthony O'Donnell,Corporate,37,12,7085,455,Champions
MG-176502,Matthew Grinstein,Home Office,138,4,2972,324,Potential/Others
SW-107553,Steven Ward,Corporate,55,3,958,422,Potential/Others
CB-124153,Christy Brittain,Consumer,37,8,4766,445,Champions
NM-84453,Nathan Mautz,Home Office,34,5,3845,434,Loyal Customers
MC-181003,Mick Crebagga,Consumer,43,6,1781,443,Champions
TS-210851,Thais Sissman,Consumer,50,3,632,422,Potential/Others
MC-176351,Matthew Clasen,Corporate,36,10,7576,455,Champions
JP-155201,Jeremy Pistek,Consumer,147,4,3872,324,Potential/Others
BF-12751,Beth Fritzler,Corporate,1119,1,24,111,Lost Customers
BP-111852,Ben Peterman,Corporate,14,7,4348,545,Champions
SH-199754,Sally Hughsby,Corporate,30,13,3408,554,Champions
CG-120401,Catherine Glotzbach,Home Office,22,7,1925,543,Champions
DR-128803,Dan Reichenbach,Corporate,7,9,2664,554,Champions
IM-150703,Irene Maddox,Consumer,266,6,2891,244,At Risk
JK-52052,Jamie Kunitz,Consumer,592,4,996,122,Lost Customers
NK-184903,Neil Knudson,Home Office,238,6,3592,244,At Risk
SJ-201251,Sanjit Jacobs,Home Office,140,4,425,331,Loyal Customers
JG-51601,James Galang,Consumer,17,6,1274,542,Champions
AZ-7501,Annie Zypern,Consumer,27,5,1461,533,Loyal Customers
LH-171554,Logan Haushalter,Consumer,386,9,1740,153,At Risk
MW-82351,Mitch Willingham,Corporate,1,5,675,532,Loyal Customers
MC-176051,Matt Connell,Corporate,57,4,2942,424,Potential/Others
VD-216703,Valerie Dominguez,Consumer,58,5,3028,434,Loyal Customers
BD-15602,Brendan Dodson,Home Office,91,3,1427,313,Potential/Others
CR-26251,Corey Roper,Home Office,201,5,1216,232,At Risk
SC-108452,Sung Chung,Consumer,54,3,754,422,Potential/Others
TB-212802,Toby Braunhardt,Consumer,356,4,1166,132,At Risk
AH-100301,Aaron Hawkins,Corporate,411,6,4154,134,At Risk
CY-127454,Craig Yedwab,Corporate,61,8,2900,444,Champions
MS-77701,Maxwell Schwartz,Consumer,99,4,217,321,Potential/Others
AS-102403,Alan Shonely,Consumer,13,8,2358,543,Champions
HA-149053,Helen Abelman,Consumer,79,6,3627,344,Loyal Customers
SC-200952,Sanjit Chand,Consumer,98,9,7301,355,Loyal Customers
LH-171552,Logan Haushalter,Consumer,573,4,6577,125,Lost Customers
MP-174703,Mark Packer,Home Office,388,9,3608,154,At Risk
VT-117001,Valerie Takahito,Home Office,31,4,241,531,Loyal Customers
YC-218953,Yoseph Carroll,Corporate,876,4,406,131,At Risk
SB-202903,Sean Braxton,Corporate,97,7,793,342,Loyal Customers
GH-44102,Gary Hansen,Home Office,477,5,644,132,At Risk
RA-192854,Ralph Arnett,Consumer,6,9,2619,554,Champions
BD-117703,Bryan Davis,Consumer,36,8,2859,444,Champions
MH-74402,Mark Haberlin,Corporate,1115,1,326,111,Lost Customers
ED-138851,Emily Ducich,Home Office,80,7,6533,345,Loyal Customers
ML-174101,Maris LaWare,Consumer,34,11,6342,455,Champions
JM-158652,John Murray,Consumer,192,11,6585,255,At Risk
KC-166754,Kimberly Carter,Corporate,58,4,1145,422,Potential/Others
AG-3301,Alex Grayson,Consumer,3,6,513,531,Loyal Customers
SS-208754,Sung Shariari,Consumer,121,5,966,332,Loyal Customers
DB-131201,David Bremer,Corporate,918,3,350,121,Lost Customers
GB-145753,Giulietta Baptist,Consumer,71,7,2637,444,Champions
HM-49802,Henry MacAllister,Consumer,465,3,340,121,Lost Customers
DB-136603,Duane Benoit,Consumer,282,3,1758,223,Lost Customers
RA-192852,Ralph Arnett,Consumer,47,8,7958,455,Champions
CS-118454,Cari Sayre,Corporate,92,5,1279,332,Loyal Customers
SS-205903,Sonia Sunley,Consumer,393,5,2816,134,At Risk
JK-161202,Julie Kriz,Home Office,98,5,894,332,Loyal Customers
SP-208604,Sung Pak,Corporate,80,10,4283,355,Loyal Customers
PJ-190152,Pauline Johnson,Consumer,43,5,3278,434,Loyal Customers
TM-210103,Tamara Manning,Consumer,96,3,2611,324,Potential/Others
MH-174402,Mark Haberlin,Corporate,45,8,3454,454,Champions
AG-105251,Andy Gerbode,Corporate,135,3,324,311,Potential/Others
CM-121903,Charlotte Melton,Consumer,1,8,1864,543,Champions
CR-28201,Cyra Reiten,Home Office,56,4,600,422,Potential/Others
CC-121004,Chad Cunningham,Home Office,458,6,1771,133,At Risk
PO-188501,Patrick O'Brill,Consumer,35,8,5125,455,Champions
CS-18601,Cari Schnelling,Consumer,590,4,861,122,Lost Customers
SC-203054,Sean Christensen,Consumer,30,7,3980,544,Champions
AJ-107801,Anthony Jacobs,Corporate,125,5,5821,335,Loyal Customers
JE-161653,Justin Ellison,Corporate,42,4,513,421,Potential/Others
VW-217751,Victoria Wilson,Corporate,35,11,6792,455,Champions
DW-135402,Don Weiss,Consumer,34,5,5296,435,Loyal Customers
MH-74552,Mark Hamilton,Consumer,93,6,4290,345,Loyal Customers
SC-206954,Steve Chapman,Corporate,90,10,2578,354,Loyal Customers
BF-110201,Barry Französisch,Corporate,113,3,1704,313,Potential/Others
BM-115753,Brendan Murry,Corporate,35,6,2908,434,Loyal Customers
SH-206354,Stefanie Holloman,Corporate,766,2,2096,113,Lost Customers
EC-140504,Erin Creighton,Consumer,54,5,462,431,Loyal Customers
JD-60151,Joy Daniels,Consumer,205,3,1188,222,Lost Customers
IM-150704,Irene Maddox,Consumer,391,7,4931,145,At Risk
JF-151903,Jamie Frazer,Consumer,148,4,1428,323,Potential/Others
ND-83702,Natalie DeCherney,Consumer,49,4,2431,423,Potential/Others
SC-202603,Scott Cohen,Corporate,1,6,1205,542,Champions
MH-172903,Marc Harrigan,Home Office,98,7,4717,345,Loyal Customers
LS-72302,Lycoris Saunders,Consumer,100,6,660,342,Loyal Customers
DM-29553,Dario Medina,Corporate,13,5,1420,533,Loyal Customers
MK-181604,Mike Kennedy,Consumer,241,4,1031,222,Lost Customers
MN-179353,Michael Nguyen,Consumer,120,6,3112,344,Loyal Customers
EH-41251,Eugene Hildebrand,Home Office,23,7,1087,542,Champions
HG-149653,Henry Goldwyn,Corporate,384,3,1606,123,Lost Customers
AR-108253,Anthony Rawles,Corporate,23,11,2435,553,Champions
PS-190454,Penelope Sewall,Home Office,237,7,6842,245,At Risk
SP-206201,Stefania Perrino,Corporate,6,8,9224,555,Champions
OT-87301,Olvera Toch,Consumer,472,2,220,111,Lost Customers
AB-101054,Adrian Barton,Consumer,42,10,14476,455,Champions
BT-114402,Bobby Trafton,Consumer,318,6,2016,233,At Risk
NG-83551,Nat Gilpin,Corporate,1064,2,358,111,Lost Customers
TS-215054,Tony Sayre,Consumer,12,6,2243,543,Champions
RB-193602,Raymond Buch,Consumer,76,6,3511,444,Champions
AH-104652,Amy Hunt,Consumer,481,2,251,111,Lost Customers
MB-180853,Mick Brown,Consumer,84,10,5466,355,Loyal Customers
CD-119202,Carlos Daly,Consumer,3,9,7413,555,Champions
RS-197652,Roland Schwarz,Corporate,44,4,3669,434,Loyal Customers
JB-154001,Jennifer Braxton,Corporate,385,3,432,121,Lost Customers
CG-120402,Catherine Glotzbach,Home Office,384,2,373,111,Lost Customers
CA-119652,Carol Adams,Corporate,45,9,4077,454,Champions
MZ-175153,Mary Zewe,Corporate,24,3,1508,523,Potential/Others
HG-149651,Henry Goldwyn,Corporate,62,14,10262,455,Champions
CC-26851,Craig Carroll,Consumer,132,4,3954,324,Potential/Others
HG-148452,Harry Greene,Consumer,43,6,10466,445,Champions
LA-167802,Laura Armstrong,Corporate,14,9,6678,555,Champions
KF-62851,Karen Ferguson,Home Office,776,3,291,121,Lost Customers
BG-110353,Barry Gonzalez,Consumer,136,10,2942,354,Loyal Customers
LB-67951,Laurel Beltran,Home Office,104,3,247,321,Potential/Others
TT-210701,Ted Trevino,Consumer,15,9,6180,555,Champions
GM-146953,Greg Maxwell,Corporate,48,7,1272,442,Champions
KM-166604,Khloe Miller,Consumer,16,5,454,531,Loyal Customers
AA-106453,Anna Andreadi,Consumer,56,9,2263,453,Champions
BT-16801,Brian Thompson,Consumer,58,2,482,411,Potential/Others
TW-210254,Tamara Willingham,Home Office,65,7,5278,445,Champions
GP-47401,Guy Phonely,Corporate,691,4,3415,124,Lost Customers
CC-126704,Craig Carreira,Consumer,30,7,2271,543,Champions
SF-202004,Sarah Foster,Consumer,60,9,3424,454,Champions
MH-174403,Mark Haberlin,Corporate,147,5,601,332,Loyal Customers
NF-183851,Natalie Fritzler,Consumer,41,10,7362,455,Champions
DP-31652,David Philippe,Consumer,1105,1,153,111,Lost Customers
CS-121752,Charles Sheldon,Corporate,117,4,1748,323,Potential/Others
CC-123702,Christopher Conant,Consumer,80,9,5455,355,Loyal Customers
BT-114403,Bobby Trafton,Consumer,367,6,2476,133,At Risk
DM-35253,Don Miller,Corporate,322,3,763,222,Lost Customers
KL-166453,Ken Lonsdale,Consumer,127,4,457,321,Potential/Others
PO-188503,Patrick O'Brill,Consumer,13,10,5390,555,Champions
JK-157303,Joe Kamberova,Consumer,202,9,2188,253,At Risk
GA-147253,Guy Armstrong,Consumer,338,3,167,221,Lost Customers
DW-131951,David Wiener,Corporate,7,13,7327,555,Champions
FH-143503,Fred Harton,Consumer,115,5,1433,333,Loyal Customers
RP-198553,Roy Phan,Corporate,423,5,1294,132,At Risk
AJ-107953,Anthony Johnson,Corporate,190,3,851,212,Lost Customers
GM-144402,Gary McGarr,Consumer,20,6,2402,543,Champions
MC-176052,Matt Connell,Corporate,470,6,3719,144,At Risk
CS-118601,Cari Schnelling,Consumer,512,2,2474,113,Lost Customers
BD-15001,Bradley Drucker,Consumer,399,3,52,111,Lost Customers
LO-71702,Lori Olson,Corporate,99,3,933,322,Potential/Others
SW-102452,Scot Wooten,Consumer,239,2,482,211,Lost Customers
GA-147251,Guy Armstrong,Consumer,3,7,5111,545,Champions
KN-163902,Katherine Nockton,Corporate,150,5,7376,335,Loyal Customers
CK-125954,Clytie Kelty,Consumer,44,11,2372,453,Champions
DK-133752,Dennis Kane,Consumer,55,5,3069,434,Loyal Customers
MG-176954,Maureen Gnade,Consumer,556,3,1342,122,Lost Customers
RB-96452,Robert Barroso,Corporate,240,2,135,211,Lost Customers
CM-121902,Charlotte Melton,Consumer,276,6,5985,235,At Risk
MM-72603,Magdelene Morse,Consumer,297,3,5177,225,Lost Customers
GB-145752,Giulietta Baptist,Consumer,86,7,1786,343,Loyal Customers
AG-105252,Andy Gerbode,Corporate,38,8,4071,444,Champions
CM-121151,Chad McGuire,Consumer,120,7,7631,345,Loyal Customers
SP-205452,Sibella Parks,Corporate,28,3,1034,522,Potential/Others
TB-211904,Thomas Brumley,Home Office,50,4,816,432,Loyal Customers
EG-39002,Emily Grady,Consumer,52,5,1398,433,Loyal Customers
RR-195253,Rick Reed,Corporate,1,9,5293,555,Champions
MH-181152,Mick Hernandez,Home Office,19,4,2669,524,Potential/Others
JM-55801,Jill Matthias,Consumer,50,3,715,422,Potential/Others
AB-101051,Adrian Barton,Consumer,217,7,4309,245,At Risk
RE-94501,Richard Eichhorn,Consumer,71,5,1411,433,Loyal Customers
DB-30602,Dave Brooks,Consumer,9,5,1441,533,Loyal Customers
DB-30601,Dave Brooks,Consumer,247,3,631,222,Lost Customers
DM-133453,Denise Monton,Corporate,569,4,1290,122,Lost Customers
BO-14252,Bobby Odegard,Consumer,376,4,1111,122,Lost Customers
BF-110053,Barry Franz,Home Office,92,5,3540,334,Loyal Customers
EH-39451,Eric Hoffmann,Consumer,112,3,1193,322,Potential/Others
CM-124451,Chuck Magee,Consumer,55,6,3891,434,Loyal Customers
EC-140502,Erin Creighton,Consumer,244,3,231,221,Lost Customers
AZ-107503,Annie Zypern,Consumer,227,4,5989,225,Lost Customers
JD-157902,John Dryer,Consumer,625,3,1408,123,Lost Customers
NB-185803,Nicole Brennan,Corporate,453,3,1886,123,Lost Customers
DC-132854,Debra Catini,Consumer,24,5,1175,532,Loyal Customers
KH-166303,Ken Heidel,Corporate,28,6,1597,543,Champions
RB-196451,Robert Barroso,Corporate,151,3,2377,323,Potential/Others
MG-178904,Michael Granlund,Home Office,100,9,777,352,Loyal Customers
NZ-185651,Nick Zandusky,Home Office,233,8,9544,255,At Risk
RE-194054,Ricardo Emerson,Consumer,1099,1,48,111,Lost Customers
JD-60152,Joy Daniels,Consumer,43,5,1464,433,Loyal Customers
KD-164951,Keith Dawkins,Corporate,47,10,9576,455,Champions
PM-191352,Peter McVee,Home Office,37,9,1315,452,Champions
TC-214751,Tony Chapman,Home Office,64,9,4533,455,Champions
BH-17101,Brosina Hoffman,Consumer,274,3,1333,212,Lost Customers
RD-194802,Rick Duston,Consumer,1,7,5552,545,Champions
MF-176654,Maureen Fritzler,Corporate,422,5,936,132,At Risk
AR-103454,Alex Russell,Corporate,112,4,1056,322,Potential/Others
CA-122653,Christina Anderson,Consumer,184,7,2601,244,At Risk
KB-166004,Ken Brennan,Corporate,2,7,984,542,Champions
JL-151754,James Lanier,Home Office,7,5,1571,533,Loyal Customers
LO-71701,Lori Olson,Corporate,5,4,1349,522,Potential/Others
PC-187454,Pamela Coakley,Corporate,3,4,1832,533,Loyal Customers
CC-121001,Chad Cunningham,Home Office,133,3,1317,322,Potential/Others
JS-155951,Jill Stevenson,Corporate,159,4,5975,225,Lost Customers
CB-125354,Claudia Bergmann,Corporate,198,8,4247,244,At Risk
KC-166753,Kimberly Carter,Corporate,300,7,3272,244,At Risk
JE-56101,Jim Epp,Corporate,176,4,613,222,Lost Customers
PC-87451,Pamela Coakley,Corporate,58,2,85,411,Potential/Others
EB-38403,Ellis Ballard,Corporate,44,4,346,421,Potential/Others
EC-40502,Erin Creighton,Consumer,210,4,765,222,Lost Customers
TP-114151,Tom Prescott,Consumer,642,3,605,122,Lost Customers
EH-141253,Eugene Hildebrand,Home Office,230,5,2760,234,At Risk
AH-104654,Amy Hunt,Consumer,231,5,2495,233,At Risk
NM-184453,Nathan Mautz,Home Office,31,9,3664,554,Champions
JE-156101,Jim Epp,Corporate,97,11,4147,354,Loyal Customers
TP-211302,Theone Pippenger,Consumer,57,7,4687,445,Champions
AG-104954,Andrew Gjertsen,Corporate,79,8,2356,343,Loyal Customers
DE-132552,Deanra Eno,Home Office,29,4,1269,522,Potential/Others
SS-101401,Saphhira Shifley,Corporate,30,3,169,521,Potential/Others
RF-98402,Roy Französisch,Consumer,139,5,400,331,Loyal Customers
RB-95701,Rob Beeghly,Consumer,941,2,267,111,Lost Customers
EG-139002,Emily Grady,Consumer,142,7,6883,345,Loyal Customers
JE-61651,Justin Ellison,Corporate,37,6,4343,445,Champions
KL-65552,Kelly Lampkin,Corporate,176,3,781,222,Lost Customers
AA-3751,Allen Armold,Consumer,300,4,365,221,Lost Customers
GR-145602,Georgia Rosenberg,Corporate,50,6,2996,444,Champions
ME-177253,Max Engle,Consumer,166,8,1666,253,At Risk
KH-163602,Katherine Hughes,Consumer,175,4,864,222,Lost Customers
CD-19202,Carlos Daly,Consumer,393,2,219,111,Lost Customers
PF-192253,Phillip Flathmann,Consumer,23,4,2427,533,Loyal Customers
SP-106502,Stephanie Phelps,Corporate,170,3,342,221,Lost Customers
RW-96902,Robert Waldorf,Consumer,99,6,1103,342,Loyal Customers
CS-119502,Carlos Soltero,Consumer,46,7,3883,444,Champions
NM-185203,Neoma Murray,Consumer,47,4,1983,423,Potential/Others
VT-117002,Valerie Takahito,Home Office,202,3,1030,222,Lost Customers
JE-157452,Joel Eaton,Consumer,33,7,2614,544,Champions
AB-100151,Aaron Bergman,Consumer,114,9,10662,355,Loyal Customers
KH-66302,Ken Heidel,Corporate,327,4,1456,223,Lost Customers
LC-69601,Lindsay Castell,Home Office,413,4,1905,123,Lost Customers
EM-41401,Eugene Moren,Home Office,578,4,639,122,Lost Customers
CS-124904,Cindy Schnelling,Corporate,425,4,1076,122,Lost Customers
DJ-134203,Denny Joy,Corporate,433,6,3740,134,At Risk
KL-165552,Kelly Lampkin,Corporate,122,7,2771,344,Loyal Customers
BF-110202,Barry Französisch,Corporate,16,8,3939,544,Champions
BB-115453,Brenda Bowman,Corporate,41,6,1146,432,Loyal Customers
MG-176953,Maureen Gnade,Consumer,199,5,962,232,At Risk
YS-218804,Yana Sorensen,Corporate,10,8,6722,555,Champions
JL-151752,James Lanier,Home Office,188,6,3892,244,At Risk
BS-17551,Bruce Stewart,Consumer,296,4,1675,223,Lost Customers
CC-124753,Cindy Chapman,Consumer,17,7,5779,545,Champions
KS-163004,Karen Seio,Corporate,296,3,89,221,Lost Customers
ON-87152,Odella Nelson,Corporate,460,3,1162,122,Lost Customers
CM-23851,Christopher Martinez,Consumer,575,3,553,122,Lost Customers
AZ-107502,Annie Zypern,Consumer,112,4,1287,322,Potential/Others
HM-149802,Henry MacAllister,Consumer,41,9,5605,455,Champions
CP-23402,Christine Phan,Corporate,1080,1,909,112,Lost Customers
JH-61801,Justin Hirsh,Consumer,58,5,1762,433,Loyal Customers
FO-43051,Frank Olsen,Consumer,293,3,140,221,Lost Customers
LS-72451,Lynn Smith,Consumer,374,4,915,122,Lost Customers
GT-47101,Greg Tran,Consumer,56,2,221,411,Potential/Others
BD-116052,Brian Dahlen,Consumer,790,3,1268,112,Lost Customers
JS-159401,Joni Sundaresam,Home Office,1080,1,22,111,Lost Customers
DW-35403,Don Weiss,Consumer,920,2,763,112,Lost Customers
JB-154002,Jennifer Braxton,Corporate,44,13,8395,455,Champions
RH-195551,Ritsa Hightower,Consumer,73,5,3631,434,Loyal Customers
GZ-145452,George Zrebassa,Corporate,141,5,3043,334,Loyal Customers
MV-81901,Mike Vittorini,Consumer,8,4,3445,524,Potential/Others
MC-175753,Matt Collins,Consumer,32,10,3154,554,Champions
TS-216102,Troy Staebel,Consumer,21,8,5779,555,Champions
TC-109801,Tamara Chand,Corporate,337,2,587,212,Lost Customers
PF-91201,Peter Fuller,Consumer,301,3,714,222,Lost Customers
VD-216702,Valerie Dominguez,Consumer,37,4,2441,433,Loyal Customers
EN-37802,Edward Nazzal,Consumer,206,4,557,222,Lost Customers
NB-185802,Nicole Brennan,Corporate,639,2,1409,113,Lost Customers
FM-42902,Frank Merwin,Home Office,3,4,1676,523,Potential/Others
GM-46801,Greg Matthias,Consumer,1076,1,522,111,Lost Customers
CS-24902,Cindy Schnelling,Corporate,498,2,1650,113,Lost Customers
JO-55502,Jesus Ocampo,Home Office,78,5,2325,333,Loyal Customers
DB-129101,Daniel Byrd,Home Office,131,4,1088,322,Potential/Others
DL-33152,Delfina Latchford,Consumer,104,3,1031,322,Potential/Others
SC-202302,Scot Coram,Corporate,17,8,5550,555,Champions
DL-34951,Dionis Lloyd,Corporate,461,3,655,122,Lost Customers
LF-171852,Luke Foster,Consumer,34,8,4989,455,Champions
CR-128204,Cyra Reiten,Home Office,86,3,1397,323,Potential/Others
GM-144403,Gary McGarr,Consumer,105,4,2390,323,Potential/Others
